<<<<<<< HEAD
,0,1,2
take2x0y0E30.tif,0.0006135217342944088,0.0003654096588689981,0.00039561943056298787
take2x0y0E45.tif,0.0006135217342944088,0.0003654096588689981,0.00039561943056298787
take2x0y0E60.tif,0.0006135217342944088,0.0003654096588689981,0.00039561943056298787
take2x0y0W30.tif,0.0006135217342944088,0.0003654096588689981,0.00039561943056298787
take2x0y0W45.tif,0.0006135217342944088,0.0003654096588689981,0.00039561943056298787
take2x0y0W60.tif,0.0006135217342944088,0.0003654096588689981,0.00039561943056298787
take2x0y1E30.tif,0.00048373831498338404,0.0007740890358007846,0.00023571158652657687
take2x0y1E45.tif,0.00048373831498338404,0.0007740890358007846,0.00023571158652657687
take2x0y1E60.tif,0.00048373831498338404,0.0007740890358007846,0.00023571158652657687
take2x0y1W30.tif,0.00048373831498338404,0.0007740890358007846,0.00023571158652657687
take2x0y1W45.tif,0.00048373831498338404,0.0007740890358007846,0.00023571158652657687
take2x0y1W60.tif,0.00048373831498338404,0.0007740890358007846,0.00023571158652657687
take2x0y2E30.tif,0.0006730621587394126,0.0005411318772132745,0.0002726349289901009
take2x0y2E45.tif,0.0006730621587394126,0.0005411318772132745,0.0002726349289901009
take2x0y2E60.tif,0.0006730621587394126,0.0005411318772132745,0.0002726349289901009
take2x0y2W30.tif,0.0006730621587394126,0.0005411318772132745,0.0002726349289901009
take2x0y2W45.tif,0.0006730621587394126,0.0005411318772132745,0.0002726349289901009
take2x0y2W60.tif,0.0006730621587394126,0.0005411318772132745,0.0002726349289901009
take2x0y3E30.tif,0.000515931957693283,0.0006912241276637587,0.0005232651147366596
take2x0y3E45.tif,0.000515931957693283,0.0006912241276637587,0.0005232651147366596
take2x0y3E60.tif,0.000515931957693283,0.0006912241276637587,0.0005232651147366596
take2x0y3W30.tif,0.000515931957693283,0.0006912241276637587,0.0005232651147366596
take2x0y3W45.tif,0.000515931957693283,0.0006912241276637587,0.0005232651147366596
take2x0y3W60.tif,0.000515931957693283,0.0006912241276637587,0.0005232651147366596
take2x0y4E30.tif,0.0002807898792553942,0.0009031739822091822,0.0002821468991101028
take2x0y4E45.tif,0.0002807898792553942,0.0009031739822091822,0.0002821468991101028
take2x0y4E60.tif,0.0002807898792553942,0.0009031739822091822,0.0002821468991101028
take2x0y4W30.tif,0.0002807898792553942,0.0009031739822091822,0.0002821468991101028
take2x0y4W45.tif,0.0002807898792553942,0.0009031739822091822,0.0002821468991101028
take2x0y4W60.tif,0.0002807898792553942,0.0009031739822091822,0.0002821468991101028
take2x1y0E30.tif,0.002019366702782577,0.0029628932834242505,0.0009393492835840789
take2x1y0E45.tif,0.002019366702782577,0.0029628932834242505,0.0009393492835840789
take2x1y0E60.tif,0.002019366702782577,0.0029628932834242505,0.0009393492835840789
take2x1y0W30.tif,0.002019366702782577,0.0029628932834242505,0.0009393492835840789
take2x1y0W45.tif,0.002019366702782577,0.0029628932834242505,0.0009393492835840789
take2x1y0W60.tif,0.002019366702782577,0.0029628932834242505,0.0009393492835840789
take2x1y1E30.tif,0.00011270207518521147,0.0008789905963055844,3.8682102115217276e-05
take2x1y1E45.tif,0.00011270207518521147,0.0008789905963055844,3.8682102115217276e-05
take2x1y1E60.tif,0.00011270207518521147,0.0008789905963055844,3.8682102115217276e-05
take2x1y1W30.tif,0.00011270207518521147,0.0008789905963055844,3.8682102115217276e-05
take2x1y1W45.tif,0.00011270207518521147,0.0008789905963055844,3.8682102115217276e-05
take2x1y1W60.tif,0.00011270207518521147,0.0008789905963055844,3.8682102115217276e-05
take2x1y2E30.tif,0.000558762728744,0.00014141107813259168,0.00046838913223723466
take2x1y2E45.tif,0.000558762728744,0.00014141107813259168,0.00046838913223723466
take2x1y2E60.tif,0.000558762728744,0.00014141107813259168,0.00046838913223723466
take2x1y2W30.tif,0.000558762728744,0.00014141107813259168,0.00046838913223723466
take2x1y2W45.tif,0.000558762728744,0.00014141107813259168,0.00046838913223723466
take2x1y2W60.tif,0.000558762728744,0.00014141107813259168,0.00046838913223723466
take2x1y3E30.tif,0.0015631575607955028,0.001033885863961359,0.0006456743180791591
take2x1y3E45.tif,0.0015631575607955028,0.001033885863961359,0.0006456743180791591
take2x1y3E60.tif,0.0015631575607955028,0.001033885863961359,0.0006456743180791591
take2x1y3W30.tif,0.0015631575607955028,0.001033885863961359,0.0006456743180791591
take2x1y3W45.tif,0.0015631575607955028,0.001033885863961359,0.0006456743180791591
take2x1y3W60.tif,0.0015631575607955028,0.001033885863961359,0.0006456743180791591
take2x1y4E30.tif,0.0005044847231943095,0.0008985015777511762,1.4856901316306903e-05
take2x1y4E45.tif,0.0005044847231943095,0.0008985015777511762,1.4856901316306903e-05
take2x1y4E60.tif,0.0005044847231943095,0.0008985015777511762,1.4856901316306903e-05
take2x1y4W30.tif,0.0005044847231943095,0.0008985015777511762,1.4856901316306903e-05
take2x1y4W45.tif,0.0005044847231943095,0.0008985015777511762,1.4856901316306903e-05
take2x1y4W60.tif,0.0005044847231943095,0.0008985015777511762,1.4856901316306903e-05
take2x2y0E30.tif,0.010793507225471899,0.009186465861517945,0.002187630469975943
take2x2y0E45.tif,0.010793507225471899,0.009186465861517945,0.002187630469975943
take2x2y0E60.tif,0.010793507225471899,0.009186465861517945,0.002187630469975943
take2x2y0W30.tif,0.010793507225471899,0.009186465861517945,0.002187630469975943
take2x2y0W45.tif,0.010793507225471899,0.009186465861517945,0.002187630469975943
take2x2y0W60.tif,0.010793507225471899,0.009186465861517945,0.002187630469975943
take2x2y1E30.tif,0.0031675000812754206,0.008533378552115778,0.002928205534217909
take2x2y1E45.tif,0.0031675000812754206,0.008533378552115778,0.002928205534217909
take2x2y1E60.tif,0.0031675000812754206,0.008533378552115778,0.002928205534217909
take2x2y1W30.tif,0.0031675000812754206,0.008533378552115778,0.002928205534217909
take2x2y1W45.tif,0.0031675000812754206,0.008533378552115778,0.002928205534217909
take2x2y1W60.tif,0.0031675000812754206,0.008533378552115778,0.002928205534217909
take2x2y2E30.tif,0.0002694066699717723,0.008400396549291145,0.000453889451208056
take2x2y2E45.tif,0.0002694066699717723,0.008400396549291145,0.000453889451208056
take2x2y2E60.tif,0.0002694066699717723,0.008400396549291145,0.000453889451208056
take2x2y2W30.tif,0.0002694066699717723,0.008400396549291145,0.000453889451208056
take2x2y2W45.tif,0.0002694066699717723,0.008400396549291145,0.000453889451208056
take2x2y2W60.tif,0.0002694066699717723,0.008400396549291145,0.000453889451208056
take2x2y3E30.tif,0.0006709830541495876,0.007137592188684039,0.0003339012656908835
take2x2y3E45.tif,0.0006709830541495876,0.007137592188684039,0.0003339012656908835
take2x2y3E60.tif,0.0006709830541495876,0.007137592188684039,0.0003339012656908835
take2x2y3W30.tif,0.0006709830541495876,0.007137592188684039,0.0003339012656908835
take2x2y3W45.tif,0.0006709830541495876,0.007137592188684039,0.0003339012656908835
take2x2y3W60.tif,0.0006709830541495876,0.007137592188684039,0.0003339012656908835
take2x2y4E30.tif,0.0054438308704192195,0.006958120781604293,0.0005350422794805354
